time	I_real	d/dt
0	0,118675601094	0
900	0,181157914869	0,00104137189626
1800	0,0823728157538	-0,00164641831859
2700	0,207221509208	0,00208081155757
3600	0,201849317571	-8,95365272865e-05
4500	0,164531387314	-0,000621965504279
5400	0,142690938292	-0,000364007483705
6300	0,13409349227	-0,000143290767026
7200	0,155003267041	0,000348496246175
8100	0,128747928044	-0,000437588983272
9000	0,121721568098	-0,000117105999104
9900	0,11454208425	-0,000119658064133
10800	0,103874448083	-0,000177793936123
11700	0,114418547026	0,000175734982385
12600	0,125767165666	0,000189143644004
13500	0,136546696005	0,000179658838987
14400	0,117494564353	-0,00031753552753
15300	0,0994511968873	-0,000300722791101
16200	0,118584139395	0,000318882375135
17100	0,115215588125	-5,61425211736e-05
18000	0,116024980137	1,34898668602e-05
18900	0,118405086629	3,9668441534e-05
19800	0,108545401123	-0,000164328091769
20700	0,118449565163	0,000165069400671
21600	0,13145784384	0,00021680464462
22500	0,13748786863	0,000100500413174
23400	0,140776163291	5,48049110067e-05
24300	0,135635138508	-8,56837463724e-05
25200	0,157826090649	0,000369849202345
26100	0,159706251582	3,13360155513e-05
27000	0,156125725342	-5,96754373374e-05
27900	0,173648943371	0,000292053633817
28800	0,212549321747	0,000648339639595
29700	0,246158090899	0,000560146152546
30600	0,356587781957	0,00184049485096
31500	0,304926411456	-0,000861022841675
32400	0,246142366291	-0,000979734086083
33300	0,264149739602	0,000300122888506
34200	0,226122447164	-0,000633788207297
35100	0,398501699039	0,00287298753125
36000	0,232524134904	-0,00276629273558
36900	0,205215963839	-0,000455136184417
37800	0,280852675303	0,00126061185773
38700	0,00555252549902	-0,00458833583006
39600	0,0437662823375	0,000636895947307
40500	0,0970481732179	0,000888031514674
41400	0,1914511875	0,00157338357136
42300	0,994865440385	0,0133902375481
43200	0,876749739442	-0,00196859501571
44100	0,403143946436	-0,00789342988343
45000	0,64369504644	0,00400918500007
45900	0,621695654217	-0,000366656537052
46800	0,447308595359	-0,00290645098097
47700	1,06190668361	0,0102433014708
48600	0,682113948467	-0,00632987891896
49500	0,460356562077	-0,00369595643984
50400	1,23696953638	0,0129435495717
51300	0,492122021427	-0,0124141252492
52200	0,0261844156193	-0,00776562676345
53100	0,206792730419	0,00301013858
54000	0,207360211115	9,45801159921e-06
54900	0,230917963149	0,000392629200568
55800	0,11463839516	-0,00193799279981
56700	0,347165069913	0,00387544457921
57600	0,224861170995	-0,0020383983153
58500	0,362317988152	0,00229094695262
59400	0,406252798205	0,000732246834207
60300	0,399419720684	-0,000113884625341
61200	0,462269386834	0,00104749443583
62100	0,399248972232	-0,00105034024336
63000	0,40826041065	0,00015019064029
63900	0,406670935874	-2,6491246266e-05
64800	0,346335278682	-0,00100559428653
65700	0,418783079651	0,00120746334948
66600	0,440185236416	0,000356702612752
67500	0,379802747876	-0,00100637480899
68400	0,560835031446	0,00301720472617
69300	0,494636306693	-0,00110331207923
70200	0,578826890087	0,00140317638991
71100	0,590465426296	0,000193975603478
72000	0,622636391757	0,000536182757684
72900	0,510545601877	-0,00186817983132
73800	0,510751145419	3,42572569101e-06
74700	0,491098725392	-0,000327540333778
75600	0,428866191791	-0,00103720889334
76500	0,43375634916	8,15026228101e-05
77400	0,356141520753	-0,00129358047345
78300	0,401569844715	0,000757138732697
79200	0,343747013727	-0,000963713849806
80100	0,330223744586	-0,000225387819016
81000	0,305450679191	-0,000412884423246
81900	0,320310480295	0,00024766335173
82800	0,253654085424	-0,00111093991451
83700	0,247833275961	-9,70134910443e-05
84600	0,245761278216	-3,45332957474e-05
85500	0,21571778813	-0,000500724834777
86400	0,168639784103	-0,00078463340044
87300	0,157635628053	-0,000183402600845
88200	0,164158954891	0,000108722113971
89100	0,138105288383	-0,000434227775134
90000	0,119264915843	-0,000314006208994
90900	0,123613149807	7,24705660633e-05
91800	0,100714598119	-0,000381642528137
92700	0,114504776105	0,000229836299763
93600	0,122353183023	0,000130806781977
94500	0,115995069021	-0,000105968566702
95400	0,108415531634	-0,00012632562311
96300	0,0935128422925	-0,000248378155699
97200	0,102469390447	0,000149275802576
98100	0,110822164279	0,000139212897192
99000	0,11054934363	-4,54701081337e-06
99900	0,10951497767	-1,72394326647e-05
100800	0,0921487001947	-0,00028943795792
101700	0,103987818226	0,000197318633859
102600	0,113673181497	0,000161422721175
103500	0,106556628063	-0,000118609223891
104400	0,124958603104	0,000306699584019
105300	0,124787349195	-2,85423182187e-06
106200	0,13484864749	0,000167688304916
107100	0,160265041413	0,000423606565375
108000	0,210274274683	0,000833487221169
108900	0,210383042633	1,81279916213e-06
109800	0,249658722065	0,000654594657201
110700	0,273735916195	0,000401286568842
111600	0,298244942524	0,000408483772147
112500	0,285697440312	-0,000209125036872
113400	0,311152062319	0,000424243700116
114300	0,332291732418	0,000352327834997
115200	0,389403299834	0,000951859456924
116100	0,435420403725	0,000766951731521
117000	0,448369184804	0,000215813017982
117900	0,331124088832	-0,00195408493286
118800	0,394550550438	0,00105710769343
119700	0,2305545539	-0,00273326660897
120600	0,438872658607	0,00347196841178
121500	0,220213352212	-0,00364432177325
122400	0,324078107453	0,00173107925402
123300	0,499298563693	0,00292034093734
124200	0,447503130329	-0,000863257222737
125100	0,738411710151	0,00484847633036
126000	0,651909492534	-0,00144170362695
126900	0,655358331159	5,74806437462e-05
127800	0,572812664539	-0,00137576111032
128700	0,70150971248	0,00214495079901
129600	0,662480796057	-0,000650481940389
130500	0,565353644559	-0,00161878585829
131400	0,588847661295	0,000391566945602
132300	0,571297144151	-0,000292508619062
133200	0,527954031112	-0,00072238521732
134100	0,31035057441	-0,00362672427838
135000	0,477890335189	0,00279232934633
135900	0,580461369745	0,0017095172426
136800	0,402177908127	-0,00297139102697
137700	0,736667626174	0,00557482863412
138600	0,900113966069	0,00272410566491
139500	0,322943405548	-0,00961950934201
140400	0,150288070057	-0,00287758892485
141300	0,081778041261	-0,00114183381327
142200	0,0341661761761	-0,000793531084748
143100	0,104684516684	0,00117530567512
144000	0,306258904802	0,00335957313531
144900	0,290179472189	-0,000267990543546
145800	0,262718775135	-0,000457678284229
146700	0,345898211853	0,00138632394529
147600	0,3365495161	-0,000155811595883
148500	0,39031146361	0,000896032458501
149400	0,540488533408	0,00250295116329
150300	0,453243132466	-0,00145409001569
151200	0,554365565933	0,00168537389111
152100	0,534890202229	-0,000324589395073
153000	0,477785732573	-0,00095174116093
153900	0,525006869397	0,000787018947077
154800	0,536529406852	0,000192042290917
155700	0,525937636299	-0,000176529509231
156600	0,486768385542	-0,000652820845945
157500	0,557856701212	0,00118480526118
158400	0,518462599832	-0,000656568356346
159300	0,503416488439	-0,000250768523211
160200	0,37843970175	-0,00208294644482
161100	0,401979533059	0,00039233052183
162000	0,378470357742	-0,00039181958862
162900	0,380019701402	2,5822394328e-05
163800	0,372769808848	-0,000120831542558
164700	0,345549899221	-0,000453665160457
165600	0,339409470645	-0,000102340476267
166500	0,338037348929	-2,28686952683e-05
167400	0,302967848365	-0,000584491676056
168300	0,2711529656	-0,000530248046088
169200	0,286288084	0,000252251973327
170100	0,293825550483	0,000125624441389
171000	0,256896677038	-0,000615481224078
171900	0,249202087472	-0,000128243159432
172800	0,244186632353	-8,35909186525e-05
173700	0,217069755666	-0,000451947944792
174600	0,246696609676	0,000493780900174
175500	0,193121105143	-0,000892925075562
176400	0,17103736049	-0,000368062410877
177300	0,157526920236	-0,000225174004223
178200	0,145706592001	-0,000197005470583
179100	0,181765565129	0,000600982885465
180000	0,148273518352	-0,000558200779622
180900	0,124696765187	-0,000392945886076
181800	0,122192175129	-4,17431676375e-05
182700	0,116556556094	-9,39269839225e-05
183600	0,120631788369	6,79205379173e-05
184500	0,114236173019	-0,000106593589168
185400	0,128153048119	0,000231947918334
186300	0,101036852098	-0,000451936600354
187200	0,112182335562	0,000185758057736
188100	0,110657336362	-2,54166533267e-05
189000	0,109280986604	-2,29391626436e-05
189900	0,103920431762	-8,93425806967e-05
190800	0,103000516438	-1,5331922068e-05
191700	0,119232282995	0,000270529442622
192600	0,134782998486	0,000259178591522
193500	0,115789062822	-0,000316565594398
194400	0,122052957272	0,000104398240834
195300	0,125813895633	6,2682306009e-05
196200	0,143805074262	0,000299852977159
197100	0,155871678545	0,000201110071378
198000	0,159121017586	5,41556506766e-05
198900	0,157277002376	-3,07335868346e-05
199800	0,161766002434	7,48166676448e-05
200700	0,206558903701	0,000746548354449
201600	0,32120278065	0,00191073128248
202500	0,246623825405	-0,00124298258742
203400	0,317830566737	0,0011867790222
204300	0,346248745472	0,000473636312256
205200	0,463675482326	0,0019571122809
206100	0,436180168227	-0,000458255234975
207000	0,280482402377	-0,00259496276417
207900	0,332595294566	0,000868548203145
208800	0,0264313254063	-0,00510273281933
209700	0,112632243655	0,00143668197081
210600	0,0588308687945	-0,00089668958101
211500	0,462141796754	0,00672184879933
212400	0,100398768119	-0,00602905047725
213300	0,398930190351	0,00497552370386
214200	0,632710877847	0,00389634479161
215100	0,143652657906	-0,00815097033235
216000	0,479062040161	0,00559015637092
216900	0,726088972481	0,00411711553866
217800	0,168126437958	-0,00929937557538
218700	0,396139793146	0,00380022258647
219600	0,804571218892	0,0068071904291
220500	1,04449960962	0,00399880651216
221400	1,15858782811	0,00190147030814
222300	0,217601194615	-0,0156831105583
223200	0,222744823869	8,57271542344e-05
224100	0,0592919369038	-0,00272421478275
225000	0,126445682504	0,00111922909334
225900	0,0092281123465	-0,0019536261693
226800	0,27538943147	0,00443602198539
227700	0,17131872697	-0,00173451174167
228600	0,214244334252	0,000715426788039
229500	0,322037148527	0,00179654690457
230400	0,431918019984	0,00183134785763
231300	0,338026933843	-0,00156485143569
232200	0,403602478571	0,00109292574548
233100	0,480938748339	0,00128893782946
234000	0,409173024897	-0,00119609539069
234900	0,436009152452	0,000447268792573
235800	0,446705830813	0,000178277972696
236700	0,409751412611	-0,000615906970037
237600	0,416845691808	0,000118237986616
238500	0,463793537074	0,000782464087765
239400	0,48912106623	0,000422125485928
