time	sensor_1	sensor_2	sensor_3	sensor_4	sensor_5	sensor_6	sensor_7	sensor_8	sensor_9	sensor_10	sensor_11	sensor_12	sensor_13	sensor_14	sensor_15	sensor_16	sensor_17
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900	-1,52961590321e-06	-1,52961590321e-06	-1,52961590321e-06	-1,52961590321e-06	-1,55669033971e-06	-1,55669033971e-06	-1,55669033971e-06	-1,59418851959e-06	-1,59418851959e-06	-1,59418851959e-06	-1,59418851959e-06	-1,59418851959e-06	-1,59418851959e-06	-1,60265040382e-06	-1,60265040382e-06	-1,60265040382e-06	-1,60265040382e-06
1800	2,64265601121e-06	2,64265601121e-06	2,64265601121e-06	2,64265601121e-06	2,68754931815e-06	2,68754931815e-06	2,68754931815e-06	2,76356990587e-06	2,76356990587e-06	2,76356990587e-06	2,76356990587e-06	2,76356990587e-06	2,76356990587e-06	2,78437388544e-06	2,78437388544e-06	2,78437388544e-06	2,78437388544e-06
2700	-3,4938450321e-06	-3,4938450321e-06	-3,4938450321e-06	-3,4938450321e-06	-3,55325946907e-06	-3,55325946907e-06	-3,55325946907e-06	-3,65349725296e-06	-3,65349725296e-06	-3,65349725296e-06	-3,65349725296e-06	-3,65349725296e-06	-3,65349725296e-06	-3,67863310038e-06	-3,67863310038e-06	-3,67863310038e-06	-3,67863310038e-06
3600	3,78619884702e-08	3,78619884702e-08	3,78619884702e-08	3,78619884702e-08	3,7277930493e-08	3,7277930493e-08	3,7277930493e-08	4,57317401275e-08	4,57317401275e-08	4,57317401275e-08	4,57317401275e-08	4,57317401275e-08	4,57317401275e-08	4,68139870454e-08	4,68139870454e-08	4,68139870454e-08	4,68139870454e-08
4500	6,79276192978e-07	6,79276192978e-07	6,79276192978e-07	6,79276192978e-07	6,9200145327e-07	6,9200145327e-07	6,9200145327e-07	7,04442647264e-07	7,04442647264e-07	7,04442647264e-07	7,04442647264e-07	7,04442647264e-07	7,04442647264e-07	7,0738359428e-07	7,0738359428e-07	7,0738359428e-07	7,0738359428e-07
5400	8,04973946174e-07	8,04973946174e-07	8,04973946174e-07	8,04973946174e-07	8,19488068097e-07	8,19488068097e-07	8,19488068097e-07	8,37621705176e-07	8,37621705176e-07	8,37621705176e-07	8,37621705176e-07	8,37621705176e-07	8,37621705176e-07	8,40035184645e-07	8,40035184645e-07	8,40035184645e-07	8,40035184645e-07
6300	4,11829567793e-07	4,11829567793e-07	4,11829567793e-07	4,11829567793e-07	4,19334827363e-07	4,19334827363e-07	4,19334827363e-07	4,28132261429e-07	4,28132261429e-07	4,28132261429e-07	4,28132261429e-07	4,28132261429e-07	4,28132261429e-07	4,29482494308e-07	4,29482494308e-07	4,29482494308e-07	4,29482494308e-07
7200	-5,62040455597e-07	-5,62040455597e-07	-5,62040455597e-07	-5,62040455597e-07	-5,71823215883e-07	-5,71823215883e-07	-5,71823215883e-07	-5,86591812631e-07	-5,86591812631e-07	-5,86591812631e-07	-5,86591812631e-07	-5,86591812631e-07	-5,86591812631e-07	-5,88103199601e-07	-5,88103199601e-07	-5,88103199601e-07	-5,88103199601e-07
8100	8,94180999e-07	8,94180999e-07	8,94180999e-07	8,94180999e-07	9,08782498286e-07	9,08782498286e-07	9,08782498286e-07	9,38046841724e-07	9,38046841724e-07	9,38046841724e-07	9,38046841724e-07	9,38046841724e-07	9,38046841724e-07	9,44325904428e-07	9,44325904428e-07	9,44325904428e-07	9,44325904428e-07
