time	I_imag	d/dt
0	1,6845131288e-06	0
900	3,85721874217e-06	3,62117602228e-08
1800	6,78865881409e-07	-5,29725476793e-08
2700	4,14947310703e-06	5,78434537603e-08
3600	4,22128239433e-06	1,19682145501e-09
4500	2,97060080686e-06	-2,08446931245e-08
5400	3,28080878244e-06	5,1701329264e-09
6300	3,50684040794e-06	3,76719375822e-09
7200	3,48054812991e-06	-4,38204633842e-10
8100	1,99564596605e-06	-2,47483693976e-08
9000	1,40873489032e-06	-9,78185126216e-09
9900	1,41843461337e-06	1,61662050863e-10
10800	1,42201423298e-06	5,96603267e-11
11700	2,01938437067e-06	9,95616896153e-09
12600	2,09698623128e-06	1,29336434359e-09
13500	2,31822632089e-06	3,68733482679e-09
14400	1,69628199892e-06	-1,03657386995e-08
15300	1,39741073706e-06	-4,98118769767e-09
16200	2,49815809814e-06	1,83457893513e-08
17100	2,15021993595e-06	-5,79896936973e-09
18000	1,03796342705e-06	-1,85376084818e-08
18900	1,34355629359e-06	5,0932144424e-09
19800	1,32846638328e-06	-2,51498505229e-10
20700	1,64826701104e-06	5,33001046269e-09
21600	2,34954151626e-06	1,16879084204e-08
22500	2,3512106032e-06	2,78181156334e-11
23400	2,17847550545e-06	-2,8789182959e-09
24300	2,08288724208e-06	-1,59313772276e-09
25200	3,52101642859e-06	2,39688197752e-08
26100	3,43305553116e-06	-1,46601495715e-09
27000	2,9686075228e-06	-7,74080013934e-09
27900	4,22971339612e-06	2,1018431222e-08
28800	6,77528719392e-06	4,24262299634e-08
29700	6,40608986779e-06	-6,15328876885e-09
30600	2,52382937619e-05	3,13870064901e-07
31500	1,03248567949e-05	-2,48557282783e-07
32400	1,09307736915e-05	1,00986149433e-08
33300	1,4502898742e-05	5,95354175091e-08
34200	9,98018989707e-06	-7,53784807496e-08
35100	2,38218259773e-05	2,3069393467e-07
36000	5,86973880303e-06	-2,99201452905e-07
36900	6,57334982041e-06	1,17268502898e-08
37800	1,81122758102e-05	1,92315433164e-07
38700	-7,4257534013e-07	-3,14247519173e-07
39600	-3,91568780359e-07	5,85010932951e-09
40500	-3,03783948562e-06	-4,41045117544e-08
41400	-7,56085105134e-06	-7,53835260953e-08
42300	-2,28638302088e-06	8,79078005078e-08
43200	-1,81733326354e-06	7,81749595553e-09
44100	-3,31753121643e-07	2,47596690317e-08
45000	-1,50367737108e-06	-1,95320708239e-08
45900	-1,27303567013e-06	3,84402834921e-09
46800	-5,5805759809e-07	1,19163012006e-08
47700	-2,84009974788e-06	-3,80340358299e-08
48600	-1,04653153282e-06	2,98928035844e-08
49500	-4,80329015649e-07	9,43670861946e-09
50400	-4,23511836355e-06	-6,25798224649e-08
51300	-5,75374003986e-07	6,0995739326e-08
52200	-1,39503704526e-06	-1,3661050688e-08
53100	5,79185984625e-06	1,19781614859e-07
54000	3,23010402967e-06	-4,26959302764e-08
54900	-1,79731904004e-05	-3,53388240501e-07
55800	2,2194668369e-06	3,36544287288e-07
56700	2,70316689416e-05	4,13536701744e-07
57600	6,53078426241e-06	-3,41681411319e-07
58500	5,47623420082e-07	-9,97193473722e-08
59400	7,87533058829e-07	3,99849397913e-09
60300	6,45934476298e-07	-2,35997637552e-09
61200	9,55145197133e-07	5,15351201392e-09
62100	7,7657192022e-07	-2,97622128189e-09
63000	7,96412951417e-07	3,30683853289e-10
63900	7,71346423821e-07	-4,17775459946e-10
64800	1,72904994577e-05	2,75319217232e-07
65700	8,30628518812e-07	-2,74331182315e-07
66600	7,01426161957e-07	-2,15337261424e-09
67500	4,30108700412e-07	-4,52195769242e-09
68400	8,34845039256e-07	6,7456056474e-09
69300	6,94768876442e-07	-2,33460271357e-09
70200	1,04109372177e-06	5,77208075552e-09
71100	1,51161317564e-06	7,84199089779e-09
72000	1,50959892136e-06	-3,3570904601e-11
72900	1,39361538514e-06	-1,93305893698e-09
73800	1,03010476735e-06	-6,0585102966e-09
74700	9,05783679759e-07	-2,0720181265e-09
75600	6,25617883176e-07	-4,66942994305e-09
76500	6,5533544279e-07	4,95292660223e-10
77400	1,42898557376e-05	2,27242004914e-07
78300	6,61528170579e-07	-2,27138792784e-07
79200	1,90640441107e-05	3,06708599001e-07
80100	1,7007129052e-05	-3,42819176438e-08
81000	1,4338454042e-05	-4,44779168333e-08
81900	1,7700981369e-05	5,60421221163e-08
82800	1,25018346202e-05	-8,6652445814e-08
83700	9,0509420236e-06	-5,75148766096e-08
84600	8,8362466932e-06	-3,57825550669e-09
85500	5,28925139787e-06	-5,91165882555e-08
86400	2,24659600571e-06	-5,07109232027e-08
87300	4,18037829281e-06	3,22297047851e-08
88200	3,77998765111e-06	-6,67317736163e-09
