time	I_imag	d/dt
0	7,35221851223e-06	0
900	1,61257636788e-05	1,46225752776e-07
1800	2,04188013398e-06	-2,34731392414e-07
2700	2,15563899218e-05	3,25241829796e-07
3600	2,08641324259e-05	-1,15376249307e-08
4500	1,50221805139e-05	-9,73658651996e-08
5400	1,10003662031e-05	-6,70302385144e-08
6300	9,36362643059e-06	-2,7278996208e-08
7200	1,23636257133e-05	4,99999880451e-08
8100	8,23951259807e-06	-6,87352185872e-08
9000	7,37993145467e-06	-1,432635239e-08
9900	7,05930052318e-06	-5,34384885805e-09
10800	5,77931148295e-06	-2,13331506706e-08
11700	6,71652237603e-06	1,56201815514e-08
12600	7,93874295496e-06	2,03703429822e-08
13500	9,22817595823e-06	2,14905500545e-08
14400	6,98772196899e-06	-3,73408998207e-08
15300	5,24875804231e-06	-2,89827321113e-08
16200	7,37809669555e-06	3,54889775541e-08
17100	6,78053657457e-06	-9,95933534971e-09
18000	6,84023270902e-06	9,94935574132e-10
18900	7,18637720028e-06	5,76907485433e-09
19800	6,11337982681e-06	-1,78832895578e-08
20700	7,27767212073e-06	1,94048715653e-08
21600	8,76895983269e-06	2,48547951993e-08
22500	9,74410028955e-06	1,62523409477e-08
23400	1,03868996472e-05	1,07133226283e-08
24300	9,66893493269e-06	-1,19660785759e-08
25200	1,26731144026e-05	5,00696578318e-08
26100	1,31447170784e-05	7,86004459652e-09
27000	1,27269577038e-05	-6,9626562432e-09
27900	1,5958126958e-05	5,38528209038e-08
28800	2,39043864916e-05	1,32437658894e-07
29700	3,20901285407e-05	1,36429034151e-07
30600	6,55723968549e-05	5,58037805237e-07
31500	4,94065374081e-05	-2,69430990781e-07
32400	3,22422131871e-05	-2,86072070349e-07
33300	3,72674176342e-05	8,37534074513e-08
34200	2,86478783044e-05	-1,43658988831e-07
35100	7,31826656546e-05	7,42246455837e-07
36000	1,95488424457e-05	-8,93897053482e-07
36900	2,09905939445e-05	2,40291916477e-08
37800	3,89170234219e-05	2,98773824623e-07
38700	-9,17685508567e-08	-6,5014653288e-07
39600	-2,24190730279e-06	-3,58356458655e-08
40500	-8,37103882113e-06	-1,02152191972e-07
41400	-2,28035021314e-05	-2,40541055172e-07
42300	-1,23189587999e-05	1,74742388859e-07
43200	-9,3735728079e-06	4,90897665333e-08
44100	-2,23492491164e-06	1,18977464938e-07
45000	-6,82088207864e-06	-7,64326194499e-08
45900	-7,19134904326e-06	-6,17444941036e-09
46800	-3,31789238624e-06	6,45576109504e-08
47700	-1,40531204475e-05	-1,78920467688e-07
48600	-5,20602980833e-06	1,47451510653e-07
49500	-2,52798713691e-06	4,46340445237e-08
50400	-2,08265830252e-05	-3,04976598138e-07
51300	-3,16360021047e-06	2,94383046912e-07
52200	-9,64234795455e-07	3,66560902503e-08
53100	1,98370763841e-05	3,46688519658e-07
54000	1,91933152003e-05	-1,07293530624e-08
54900	-3,53735367314e-05	-9,09447532196e-07
55800	6,64100716614e-06	7,00242398293e-07
56700	6,36780972967e-05	9,50618168843e-07
57600	2,62181784876e-05	-6,24331980152e-07
58500	2,76211516246e-06	-3,90934388752e-07
59400	3,56075083298e-06	1,33105945087e-08
60300	3,02555268788e-06	-8,91996908489e-09
61200	4,29052202651e-06	2,10828223104e-08
62100	3,21674541152e-06	-1,78962769164e-08
63000	3,34016398563e-06	2,05697623507e-09
63900	3,33451916901e-06	-9,40802770429e-11
64800	6,31606427133e-05	9,97102059072e-07
65700	3,77625181626e-06	-9,89739848285e-07
66600	3,50726709073e-06	-4,4830787588e-09
67500	2,55830709248e-06	-1,58159999709e-08
68400	4,83345906687e-06	3,79191995732e-08
69300	4,01586881346e-06	-1,36265042234e-08
70200	5,3822969034e-06	2,2773801499e-08
71100	7,16106372075e-06	2,96461136224e-08
72000	7,67546868361e-06	8,57341604765e-09
72900	5,69482894694e-06	-3,30106622778e-08
73800	5,03553240481e-06	-1,09882757022e-08
74700	4,55052050294e-06	-8,08353169772e-09
75600	3,05346041648e-06	-2,49510014411e-08
76500	3,23250490711e-06	2,9840748439e-09
77400	6,53546362309e-05	1,0353688554e-06
78300	2,93168556147e-06	-1,04038251116e-06
79200	6,02779044332e-05	9,55770314529e-07
80100	5,56422567192e-05	-7,72607952332e-08
81000	4,74782252216e-05	-1,36067191626e-07
81900	5,22929550285e-05	8,02454967815e-08
82800	3,39596451925e-05	-3,05555163933e-07
83700	3,18732673821e-05	-3,47729635068e-08
84600	3,09104993974e-05	-1,60461330783e-08
85500	2,42562980977e-05	-1,10903354995e-07
86400	1,44866798914e-05	-1,62826970106e-07
87300	1,2855585912e-05	-2,71848996561e-08
88200	1,33873962065e-05	8,86350490795e-09
89100	9,68244822399e-06	-6,17491330415e-08
90000	7,38008391206e-06	-3,83727385321e-08
90900	8,01641470727e-06	1,06055132534e-08
91800	5,51554555788e-06	-4,16811524898e-08
92700	6,93646935337e-06	2,36820632583e-08
93600	7,60202166337e-06	1,10925384999e-08
94500	6,83389960218e-06	-1,28020343531e-08
95400	6,10835071938e-06	-1,20924813801e-08
96300	4,77424979007e-06	-2,22350154884e-08
97200	5,53193139863e-06	1,26280268093e-08
98100	6,18351433778e-06	1,08597156524e-08
99000	6,26365147036e-06	1,33561887644e-09
99900	6,27712431802e-06	2,24547460885e-10
100800	4,47501726552e-06	-3,00351175415e-08
101700	5,66393364083e-06	1,98152729218e-08
102600	6,54657347064e-06	1,47106638302e-08
103500	5,78780240158e-06	-1,26461844844e-08
104400	8,3653676354e-06	4,29594205636e-08
105300	8,16271894257e-06	-3,37747821381e-09
106200	9,03474017735e-06	1,45336872463e-08
107100	1,30131144688e-05	6,63062381911e-08
108000	2,25983886781e-05	1,59754570155e-07
108900	2,3223469965e-05	1,04180214481e-08
109800	3,24778852539e-05	1,54240254815e-07
110700	3,73281698742e-05	8,08380770047e-08
111600	4,44593753032e-05	1,18853423816e-07
112500	4,20117619757e-05	-4,07935554582e-08
113400	5,15916682093e-05	1,59665103893e-07
114300	5,56932448801e-05	6,83596111801e-08
115200	3,24750196628e-06	-8,7409571523e-07
116100	3,44423955409e-06	3,27895979681e-09
117000	4,12422289676e-06	1,13330557112e-08
117900	5,64965755761e-05	8,72872544655e-07
118800	3,88968384308e-06	-8,76781528883e-07
119700	2,10988330299e-05	2,86819153113e-07
120600	-2,17597438124e-06	-3,87913456852e-07
121500	2,56655496305e-05	4,64025400196e-07
122400	-2,06739841847e-06	-4,62215800816e-07
123300	-2,61112646618e-06	-9,06213412851e-09
124200	-3,08981806989e-06	-7,97819339525e-09
125100	-6,73607722726e-06	-6,0770985956e-08
126000	-5,62745925931e-06	1,84769661324e-08
126900	-5,68627365286e-06	-9,80239892459e-10
127800	-4,32435137698e-06	2,26987045979e-08
128700	-7,84009923549e-06	-5,85957976417e-08
129600	-7,2767787061e-06	9,38867548971e-09
130500	-5,0671764363e-06	3,68267044968e-08
131400	-4,65813572223e-06	6,81734523448e-09
132300	-4,53948572447e-06	1,9774999627e-09
133200	-3,63810391754e-06	1,50230301154e-08
134100	-5,84107515096e-05	-9,12877459867e-07
135000	-2,99210664017e-06	9,23644081157e-07
135900	-4,31728941748e-06	-2,20863796218e-08
136800	-2,19107795467e-06	3,54368577135e-08
137700	-7,78838736495e-06	-9,32884901714e-08
138600	-1,18176638574e-05	-6,71546082079e-08
139500	-1,67719026641e-06	1,69007893184e-07
140400	-1,42598044594e-05	-2,09710236549e-07
141300	3,13526629807e-06	2,89917845957e-07
142200	2,75073911846e-07	-4,76698731037e-08
143100	4,86618402131e-06	7,65185018243e-08
144000	4,83265249275e-05	7,24339015103e-07
144900	4,42886441493e-05	-6,7298012969e-08
145800	3,57339805637e-05	-1,42577726427e-07
146700	6,18135651548e-05	4,34659743186e-07
147600	6,00522685236e-05	-2,93549438533e-08
148500	3,07859333073e-06	-9,49561253215e-07
149400	3,75956163314e-06	1,13494717069e-08
150300	3,04897308419e-06	-1,18431424825e-08
151200	4,070291874e-06	1,70219798303e-08
152100	4,13730220861e-06	1,11683891004e-09
153000	4,78990513204e-06	1,08767153905e-08
153900	5,87648017615e-06	1,81095840685e-08
154800	6,63181137771e-06	1,25888533593e-08
155700	6,32786990764e-06	-5,06569116783e-09
156600	5,90706738999e-06	-7,01337529415e-09
157500	5,81513005881e-06	-1,532288853e-09
158400	4,83462595531e-06	-1,63417350583e-08
159300	4,58729735605e-06	-4,12214332089e-09
160200	3,01599889225e-06	-2,618830773e-08
161100	3,31650967823e-06	5,00851309954e-09
162000	7,41282164862e-05	1,18019511347e-06
162900	3,1004985905e-06	-1,18379529826e-06
