time	Va	d/dt
0	-0,000880611877761	0
900	-0,00125626693425	-6,26091760821e-06
1800	-0,000405223738672	1,41840532597e-05
2700	-0,0014677626732	-1,77089822421e-05
3600	-0,00145069723651	2,8442394477e-07
4500	-0,00128858048721	2,70194582175e-06
5400	-0,00109454763287	3,23388090557e-06
6300	-0,000995585782101	1,64936417953e-06
7200	-0,00113278070544	-2,2865820557e-06
8100	-0,000905056073819	3,79541052705e-06
9000	-0,000854805089477	8,375164057e-07
9900	-0,000875474096425	-3,44483449132e-07
10800	-0,000788741268142	1,44554713805e-06
11700	-0,000830727931885	-6,99777729051e-07
12600	-0,000893751660504	-1,05039547697e-06
13500	-0,000955357649355	-1,02676648085e-06
14400	-0,000840459542822	1,91496844222e-06
15300	-0,000748408016391	1,53419210718e-06
16200	-0,000885456441412	-2,28414041702e-06
17100	-0,000834686690418	8,46162516572e-07
18000	-0,000831974825	4,51977569699e-08
18900	-0,000857197628702	-4,20380061711e-07
19800	-0,000794701800583	1,04159713532e-06
20700	-0,000869480236738	-1,24630726924e-06
21600	-0,000948081260095	-1,31001705596e-06
22500	-0,00100368791568	-9,26777593073e-07
23400	-0,00104326765834	-6,59662377718e-07
24300	-0,00100573108657	6,25609529538e-07
25200	-0,00113535577534	-2,16041147942e-06
26100	-0,00116867711458	-5,55355654057e-07
27000	-0,00115594892686	2,12136462005e-07
27900	-0,00130714082802	-2,51986501929e-06
28800	-0,00160128965292	-4,90248041503e-06
29700	-0,00183234616964	-3,85094194538e-06
30600	-0,00263095915612	-1,33102164414e-05
31500	-0,00230741014177	5,39248357261e-06
32400	-0,00187158252556	7,26379360349e-06
33300	-0,00201555656072	-2,39956725264e-06
34200	-0,00179046993725	3,75144372437e-06
35100	-0,00258726459147	-1,32799109036e-05
36000	-0,00120885705345	2,29734589671e-05
36900	-0,00151548959363	-5,11054233628e-06
37800	-0,00203249070381	-8,61668516982e-06
38700	0,000173916283106	3,6773449782e-05
39600	0,00061099179663	7,28459189207e-06
40500	0,00115839680324	9,12341677683e-06
41400	0,00158666095165	7,13773580676e-06
42300	0,00789548003575	0,000105146984735
43200	0,00705696375939	-1,39752712727e-05
44100	0,00347239593177	-5,9742797127e-05
45000	0,00571780803021	3,7423534974e-05
45900	0,00561709618363	-1,67853077632e-06
46800	0,00402187111631	-2,65870844553e-05
47700	0,00863367960802	7,68634748618e-05
48600	0,00556991444376	-5,10627527377e-05
49500	0,00383833603385	-2,88596401651e-05
50400	0,00988604791402	0,000100795198003
51300	0,00391352381163	-9,95420683733e-05
52200	0,000462222467005	-5,7521689077e-05
53100	-0,00138870149405	-3,08487326842e-05
54000	-0,00134051878394	8,03045168412e-07
54900	0,00212291188323	5,77238444528e-05
55800	-0,000860527792085	-4,97239945885e-05
56700	-0,00263036378776	-2,94972665945e-05
57600	-0,00166578577249	1,60763002544e-05
58500	-0,00282567261187	-1,93314473229e-05
59400	-0,00314381162512	-5,30231688755e-06
60300	-0,0030322391416	1,85954139204e-06
61200	-0,00342487662071	-6,54395798527e-06
62100	-0,00299037327215	7,24172247609e-06
63000	-0,00304680434965	-9,40517958321e-07
63900	-0,00290398733715	2,38028354166e-06
64800	-0,0025934996581	5,1747946509e-06
65700	-0,00317936309619	-9,76439063498e-06
66600	-0,00311302149574	1,10569334097e-06
67500	-0,00282280468809	4,83694679409e-06
68400	-0,00396541370899	-1,90434836817e-05
69300	-0,00357669397022	6,47866231285e-06
70200	-0,00405865516295	-8,03268654547e-06
71100	-0,00447049691761	-6,86402924434e-06
72000	-0,00464830713931	-2,96350369507e-06
72900	-0,00388398843116	1,2738645136e-05
73800	-0,00377809207048	1,7649393446e-06
