time	I_imag	d/dt
0	3,9960322151e-06	0
900	7,73331037853e-06	6,22879693905e-08
1800	0,0	-1,28888506309e-07
2700	1,05203257042e-05	1,75338761736e-07
3600	1,03949280802e-05	-2,08996039986e-09
4500	8,73221748392e-06	-2,77118432713e-08
5400	6,31869381902e-06	-4,0225394415e-08
6300	5,51512535514e-06	-1,33928077313e-08
7200	6,47255954066e-06	1,59572364254e-08
8100	4,00325006964e-06	-4,11551578502e-08
9000	3,70246290039e-06	-5,01311948749e-09
9900	4,0143424075e-06	5,197991785e-09
10800	3,21487429494e-06	-1,33244685426e-08
11700	3,42187955638e-06	3,45008769063e-09
12600	3,90807851705e-06	8,10331601118e-09
13500	4,53027328439e-06	1,0369912789e-08
14400	3,71873599746e-06	-1,35256214489e-08
15300	3,00453781854e-06	-1,1903302982e-08
16200	4,58664484338e-06	2,6368450414e-08
17100	3,55213318538e-06	-1,72418609666e-08
18000	3,28022777889e-06	-4,53175677493e-09
18900	3,65224226379e-06	6,20024141495e-09
19800	3,18927266538e-06	-7,7161599734e-09
20700	3,76714060012e-06	9,63113224559e-09
21600	4,50167814662e-06	1,22422924417e-08
22500	5,19963709305e-06	1,16326491072e-08
23400	5,43326767402e-06	3,89384301626e-09
24300	5,27464106555e-06	-2,64377680793e-09
25200	6,55869925881e-06	2,14009698877e-08
26100	7,05146406978e-06	8,21274684942e-09
27000	7,022095833e-06	-4,8947061292e-10
27900	8,96641266953e-06	3,24052806088e-08
28800	1,41038569824e-05	8,56240718814e-08
29700	1,62443536803e-05	3,56749449651e-08
30600	4,18505166378e-05	4,26769382625e-07
31500	2,59911331011e-05	-2,64323058945e-07
32400	2,12893788292e-05	-7,8362571199e-08
33300	2,53045703842e-05	6,691985925e-08
34200	1,64920192323e-05	-1,46875852531e-07
35100	3,35004043605e-05	2,8347308547e-07
36000	7,93766721045e-06	-4,26045619168e-07
36900	1,43036835036e-05	1,06100271553e-07
37800	2,08227679131e-05	1,08651406824e-07
38700	-2,2811740634e-07	-3,50848088657e-07
39600	-1,75470008108e-07	8,77456637197e-10
40500	-9,69825017496e-06	-1,58713002781e-07
41400	-1,22326212864e-05	-4,22395185233e-08
42300	-1,04204776866e-06	1,86509558628e-07
43200	-7,99098354988e-07	4,04915689452e-09
44100	-9,82095817174e-08	1,16814795545e-08
45000	-6,70151387551e-07	-9,53236343056e-09
45900	-5,51594572185e-07	1,97594692276e-09
46800	-2,63573405732e-07	4,80035277422e-09
47700	-1,36621372134e-06	-1,83773385935e-08
48600	-5,53878469976e-07	1,35389208561e-08
49500	-1,85155217e-07	6,14538754961e-09
50400	-2,13232982087e-06	-3,24529100646e-08
51300	-3,04532844845e-07	3,04632829338e-08
52200	-2,10795181464e-06	-3,00569828299e-08
53100	8,68477369009e-06	1,79878758412e-07
54000	8,31634723742e-06	-6,14044087779e-09
54900	-2,21845454587e-05	-5,08348211603e-07
55800	4,72232201733e-06	4,48447791268e-07
56700	3,92898480887e-05	5,76125434523e-07
57600	1,60991715265e-05	-3,86511276037e-07
58500	4,64711211333e-07	-2,60574338586e-07
59400	6,31888569974e-07	2,78628931068e-09
60300	4,88196198555e-07	-2,39487285699e-09
61200	7,32051537026e-07	4,06425564119e-09
