time	Vm	d/dt
0	9997,78438852	0
900	9996,82310377	-0,0160214125842
1800	10000,0	0,0529482705036
2700	9996,28711606	-0,0618813990401
3600	9996,3151941	0,000467967369999
4500	9996,73948587	0,0070715295086
5400	9997,24336804	0,00839803617861
6300	9997,50099314	0,00429375166338
7200	9997,14823185	-0,00587935486204
8100	9997,71469791	0,00944110097432
9000	9997,83647064	0,00202954562337
9900	9997,79587846	-0,000676536402443
10800	9998,01131612	0,00359062766029
11700	9997,90315136	-0,00180274596599
12600	9997,74516798	-0,00263305643181
13500	9997,5869179	-0,00263750133333
14400	9997,87638513	0,00482445385493
15300	9998,11349431	0,00395181971714
16200	9997,77418907	-0,00565508740174
17100	9997,8967372	0,00204246891056
18000	9997,89549292	-2,07380239469e-05
18900	9997,8329701	-0,00104204705825
19800	9997,9894536	0,00260805846153
20700	9997,80514194	-0,00307186102961
21600	9997,61487174	-0,00317116998634
22500	9997,46782586	-0,0024507646823
23400	9997,36457969	-0,00172076948023
24300	9997,45513012	0,0015091737611
25200	9997,13244805	-0,00537803446326
26100	9997,05750865	-0,00124899001027
27000	9997,08638838	0,000481328875261
27900	9996,7127383	-0,00622750143624
28800	9995,97610738	-0,0122771819099
29700	9995,35029587	-0,010430191805
30600	9993,41397427	-0,0322720266782
31500	9994,20254964	0,0131429228276
32400	9995,3092007	0,0184441843508
33300	9994,94787147	-0,00602215384676
34200	9995,47602765	0,00880260291988
35100	9993,4513384	-0,0337448207637
36000	9996,99615785	0,0590803241718
36900	9996,30946881	-0,0114448174227
37800	9995,0118319	-0,0216272817187
38700	10000,5633915	0,0925259934574
39600	10001,7793966	0,0202667515828
40500	10003,0691944	0,0214966303575
41400	10004,2274496	0,0193042531519
42300	10020,3371718	0,268495369426
43200	10018,2355777	-0,0350265682171
44100	10008,9915664	-0,154066855344
45000	10014,7448408	0,0958879069392
45900	10014,4136964	-0,00551907346095
46800	10010,4053621	-0,0668055718056
47700	10022,3302232	0,198747685089
48600	10014,5144864	-0,1302622794
49500	10009,9672061	-0,0757880051876
50400	10025,3849956	0,256963157941
51300	10010,0784663	-0,255108820745
52200	10001,2946964	-0,146396164801
53100	9996,55945828	-0,0789206360763
54000	9996,68146073	0,00203337415736
54900	10005,4848022	0,146722357289
55800	9997,90938809	-0,126256901213
56700	9993,42635417	-0,0747172321282
57600	9995,82611666	0,0399960416372
58500	9992,87138611	-0,0492455092729
59400	9992,08364793	-0,0131289696974
60300	9992,30685442	0,00372010821281
61200	9991,35857947	-0,0158045824998
62100	9992,44788107	0,0181550266142
63000	9992,30061613	-0,00245441563059
63900	9992,69707646	0,00660767213109
64800	9993,47703466	0,0129993033763
65700	9992,00365234	-0,0245563719306
66600	9992,13573645	0,00220140172523
67500	9992,84643258	0,0118449356294
68400	9989,93009103	-0,0486056926077
69300	9990,91894476	0,0164808955284
70200	9989,71016633	-0,0201463072138
71100	9988,74885088	-0,0160219241444
72000	9988,29099854	-0,00763087223331
72900	9990,23026095	0,0323210401891
73800	9990,46005975	0,00382997986056
74700	9990,96688211	0,00844703945995
75600	9992,43381652	0,0244489068121
76500	9992,40905079	-0,000412762157945
77400	9993,43913906	0,0171681377419
78300	9992,91596147	-0,0087196264439
79200	9993,72922552	0,0135544008697
80100	9993,97160046	0,00403958236093
81000	9994,4421483	0,00784246396182
81900	9994,1627721	-0,0046562700556
82800	9995,20874398	0,0174328646402
83700	9995,40191064	0,00321944442251
84600	9995,50319664	0,00168809996409
85500	9995,98147128	0,00797124401061
86400	9996,93730626	0,0159305830494
87300	9997,08628097	0,00248291182279
88200	9997,09002555	6,24095556304e-05
89100	9997,49923831	0,00682021264865
90000	9997,79317292	0,00489891029047
90900	9997,68257137	-0,00184335924802
91800	9998,04279598	0,00600374356006
92700	9997,83444009	-0,00347259818418
93600	9997,77839447	-0,000934093680038
94500	9997,89596297	0,00195947498869
95400	9997,98697804	0,00151691788096
96300	9998,17416276	0,00311974530177
97200	9998,06979266	-0,00173950166048
98100	9998,00521483	-0,00107629723707
99000	9997,97537349	-0,000497355667115
99900	9997,95290947	-0,000374400308344
100800	9998,26533403	0,00520707604604
101700	9998,05285455	-0,00354132470502
102600	9997,94180407	-0,00185084124966
103500	9998,05831026	0,0019417698395
104400	9997,60974533	-0,00747608224425
105300	9997,66554863	0,000930055005968
106200	9997,60749513	-0,000967558333802
107100	9997,09391369	-0,00855969069541
108000	9996,16342423	-0,0155081576371
108900	9996,05594066	-0,00179139285119
109800	9995,3563033	-0,0116606225798
110700	9995,13951781	-0,00361309156509
111600	9994,67378194	-0,00776226453121
112500	9994,7411957	0,00112356268555
113400	9994,07353833	-0,0111276227567
114300	9994,00583034	-0,0011284665552
115200	9992,61945314	-0,0231062867325
116100	9992,28865313	-0,00551333343262
117000	9991,47173558	-0,0136152924564
117900	9993,89237749	0,0403440318207
118800	9992,53744452	-0,0225822162137
119700	9996,72000327	0,0697093124999
120600	10008,8140158	0,201566875704
121500	9995,82274755	-0,216521137619
122400	10007,7861386	0,199389850864
123300	10010,4842634	0,044968746403
124200	10010,4540785	-0,000503080834733
125100	10015,4773089	0,0837205062313
126000	10013,604921	-0,0312064654688
126900	10013,9482617	0,00572234464513
127800	10011,8712862	-0,0346162582607
128700	10015,2050735	0,0555631219935
129600	10014,5718142	-0,0105543208995
130500	10012,0066868	-0,042752123886
131400	10012,3530269	0,00577233574698
132300	10012,2429341	-0,00183488010164
133200	10011,2334568	-0,0168246225542
134100	10006,7217786	-0,0751946357762
135000	10010,1309462	0,0568194585922
135900	10012,101763	0,0328469467414
136800	10008,1378169	-0,0660657673969
137700	10015,0863125	0,115808259562
138600	10018,8490498	0,0627122887919
139500	10007,2016587	-0,194123185826
140400	10003,394216	-0,0634573771508
141300	9998,61889422	-0,0795886970636
142200	9999,69305132	0,0179026183496
143100	9998,32791082	-0,0227523415867
144000	9994,34697124	-0,0663489931022
144900	9994,53220671	0,00308725799262
145800	9995,13233757	0,0100021809748
146700	9993,60356015	-0,0254796236939
147600	9993,61883631	0,000254602673097
148500	9992,55609968	-0,017712277234
149400	9991,0728076	-0,0247215346594
150300	9992,26036768	0,0197926680668
151200	9990,96700159	-0,0215561015684
152100	9991,03569873	0,00114495233705
153000	9990,93487281	-0,0016804319593
153900	9990,21960154	-0,0119211878787
154800	9989,96053605	-0,00431775812312
155700	9990,12608099	0,00275908228532
156600	9990,78506555	0,0109830760813
157500	9989,99886257	-0,0131033831014
158400	9990,56254064	0,0093946346368
159300	9990,92996981	0,00612381934561
160200	9992,63372952	0,0283959952911
161100	9992,50025091	-0,00222464354019
162000	9992,99441839	0,00823612460023
162900	9992,77598052	-0,00364063108112
163800	9992,92642886	0,00250747235007
164700	9993,6353904	0,0118160256014
165600	9993,77536181	0,00233285682652
166500	9993,74254685	-0,000546915894241
167400	9994,2426882	0,00833568907856
168300	9994,76071214	0,00863373231341
169200	9994,54864368	-0,00353447422391
170100	9994,58562096	0,00061628793804
171000	9995,39866871	0,0135507958317
171900	9995,38505321	-0,000226924964591
172800	9995,45087466	0,00109702406341
173700	9996,06017122	0,0101549426714
174600	9995,69918754	-0,00601639458237
175500	9996,52080349	0,013693599149
176400	9996,97923294	0,00764049087638
177300	9997,00636585	0,000452215058704
178200	9997,23076749	0,00374002742625
179100	9996,79015769	-0,00734349671875
180000	9997,30908841	0,00864884537635
180900	9997,71987467	0,0068464375574
181800	9997,78633436	0,00110766164753
182700	9997,78404187	-3,82081737068e-05
