time	Vm	d/dt
0	9997,89524787	0
900	9996,9777557	-0,0152915361591
1800	10000,0	0,0503707383442
2700	9996,46755497	-0,0588740839132
3600	9996,49026419	0,000378486999125
4500	9996,89770346	0,0067906546136
5400	9997,38056131	0,00804763088184
6300	9997,62760043	0,00411731865364
7200	9997,29046753	-0,0056188816891
8100	9997,82685954	0,00893986680909
9000	9997,94129658	0,00190728397999
9900	9997,90577962	-0,000591949257281
10800	9998,10969574	0,00339860186459
11700	9998,00626899	-0,00172377906186
12600	9997,85634612	-0,00249871449544
13500	9997,70514715	-0,00251998290999
14400	9997,98023334	0,00458476987454
15300	9998,20694816	0,00377858024637
16200	9997,88608948	-0,00534764456088
17100	9998,00112178	0,00191720491724
18000	9997,99778756	-5,55702172884e-05
18900	9997,93864322	-0,000985739139984
19800	9998,08709545	0,00247420394456
20700	9997,91302774	-0,0029011284609
21600	9997,7342758	-0,00297919910457
22500	9997,59268263	-0,00235988621638
23400	9997,49362498	-0,00165096067907
24300	9997,57860657	0,00141635969182
25200	9997,27299112	-0,00509359075547
26100	9997,20417483	-0,00114693816001
27000	9997,23077072	0,000443264883628
27900	9996,87761648	-0,00588590403998
28800	9996,17876232	-0,0116475694146
29700	9995,57239852	-0,0101060632591
30600	9993,75243176	-0,0303327793909
31500	9994,49475519	0,0123720572064
32400	9995,54873222	0,0175662838746
33300	9995,20572457	-0,0057167942073
34200	9995,69727394	0,00819248953455
35100	9993,76856593	-0,0321451336182
36000	9997,15649597	0,0564655008082
36900	9996,5267875	-0,0104951412371
37800	9995,29491444	-0,0205312175791
38700	10000,568768	0,0878975589546
39600	10001,7549632	0,0197699207325
40500	10002,9568906	0,0200321231073
41400	10004,0787333	0,0186973787944
42300	10019,4452483	0,25610858317
43200	10017,451021	-0,0332371219646
44100	10008,609636	-0,147356416103
45000	10014,1026524	0,0915502732698
45900	10013,7673476	-0,00558841407043
46800	10009,96103	-0,0634386261204
47700	10021,374702	0,190227865663
48600	10013,9216099	-0,124218200754
49500	10009,5510955	-0,0728419076345
50400	10024,250938	0,244997375677
51300	10009,6360182	-0,243581996328
52200	10001,2650635	-0,139515912924
53100	9996,74585865	-0,0753200799882
54000	9996,86196345	0,0019350798957
54900	10005,2486699	0,139778441188
55800	9998,03385957	-0,120246839092
56700	9993,76709529	-0,0711127380148
57600	9996,03955276	0,0378742911721
58500	9993,22293909	-0,0469435612644
59400	9992,47801007	-0,0124154836823
60300	9992,67469314	0,00327805121387
61200	9991,78444563	-0,0148374583964
62100	9992,81819929	0,0172292275133
63000	9992,67689301	-0,00235510459003
63900	9993,06342891	0,0064422650394
64800	9993,80401674	0,0123431304763
65700	9992,40454274	-0,0233245667045
66600	9992,52071844	0,00193626164297
67500	9993,19064231	0,011165397868
68400	9990,40911747	-0,0463587473939
69300	9991,35139671	0,015704654106
70200	9990,20412304	-0,0191212278252
71100	9989,31090689	-0,0148869359173
72000	9988,87316305	-0,0072957306825
72900	9990,71974825	0,0307764200916
73800	9990,9282535	0,00347508751981
74700	9991,40754674	0,00798822058932
75600	9992,79772017	0,0231695572482
76500	9992,77957358	-0,000302443164825
77400	9993,76639499	0,0164470234496
78300	9993,26814381	-0,00830418627217
79200	9994,04364434	0,012925008703
80100	9994,27622223	0,00387629823639
81000	9994,72032229	0,00740166763271
81900	9994,45464348	-0,00442798015999
82800	9995,45105184	0,0166068060391
83700	9995,63108378	0,00300053236181
84600	9995,72772149	0,00161062850275
85500	9996,18024462	0,00754205213725
86400	9997,08315107	0,0150484407745
87300	9997,23004708	0,00244826685366
88200	9997,23110142	1,75723790562e-05
89100	9997,61931353	0,00647020185546
90000	9997,89847704	0,00465272505277
90900	9997,79696834	-0,0016918115973
91800	9998,13925624	0,00570479830273
92700	9997,94200077	-0,00328759111547
93600	9997,88959877	-0,000873366693607
94500	9997,99906756	0,00182447981727
95400	9998,08611503	0,00145079117998
96300	9998,26507318	0,00298263576912
97200	9998,16589882	-0,00165290596093
98100	9998,10492201	-0,00101628006454
99000	9998,07545878	-0,000491053973625
99900	9998,05298688	-0,000374531592752
100800	9998,35034266	0,00495592964547
101700	9998,14963237	-0,00334517145726
102600	9998,04390631	-0,00176210111367
