time	Vm	d/dt
193500	9997,85398469	0,00442521136738
194400	9997,69947318	-0,00257519172953
195300	9997,56220802	-0,0022877526954
196200	9997,34331976	-0,00364813763402
197100	9997,20592527	-0,00228990823501
198000	9997,10095699	-0,00174947137417
198900	9997,0167896	-0,00140278977824
199800	9996,91317539	-0,00172690350983
200700	9996,10450144	-0,0134778991826
201600	9994,72840114	-0,022935004989
202500	9995,39993991	0,0111923127523
203400	9993,72681349	-0,0278854402782
204300	9993,34714734	-0,00632776907875
205200	9991,48219936	-0,0310824664576
206100	9991,56725175	0,00141753993163
207000	9995,18104082	0,0602298177248
207900	9995,0830164	-0,00163374022016
208800	10000,1588926	0,0845979367656
209700	10004,3872147	0,0704720340667
210600	10000,0251549	-0,0727009951052
211500	10009,00709	0,149698917713
212400	10001,8127365	-0,119905892077
213300	10008,5431127	0,112172936724
214200	10013,0519837	0,0751478505866
215100	10004,1977567	-0,147570450314
216000	10010,2296645	0,100531795915
216900	10015,1328947	0,0817205032631
217800	10003,6108252	-0,192034491641
218700	10009,1468828	0,0922676280566
219600	10017,3632934	0,136940175838
220500	10022,0404906	0,077953286912
221400	10024,962041	0,0486925060401
222300	10004,2902336	-0,344530123423
223200	9995,47332081	-0,146948545892
224100	10002,56006	0,118112319457
225000	10003,1892588	0,010486646403
225900	10000,491903	-0,044955929859
226800	9994,75864452	-0,0955543075382
227700	9996,93143367	0,0362131525001
228600	9996,29490556	-0,0106088018011
229500	9994,09386843	-0,0366839520755
230400	9992,14326782	-0,0325100102315
231300	9993,67165841	0,0254731764547
232200	9992,60612597	-0,0177588739904
233100	9991,75290055	-0,0142204236825
234000	9993,05244955	0,0216591501196
234900	9991,95296782	-0,0183246954807
235800	9991,36310172	-0,00983110172853
236700	9992,12155588	0,0126409026634
237600	9992,24621348	0,00207762658247
238500	9991,82060945	-0,00709340042122
239400	9990,96765776	-0,0142158614434
240300	9990,31056744	-0,0109515053554
241200	9990,08479946	-0,00376279975547
242100	9990,4321733	0,00578956403087
243000	9989,97834172	-0,00756385961883
243900	9988,46781076	-0,0251755160682
244800	9989,10870062	0,0106814977516
245700	9990,25085531	0,0190359115262
246600	9991,91839769	0,0277923729443
247500	9991,47883773	-0,0073259993051
248400	9991,37024647	-0,0018098544015
249300	9991,83935341	0,00781844893757
250200	9992,13149094	0,00486895888541
251100	9993,17721543	0,017428741587
252000	9993,93844894	0,0126872251394
252900	9993,93996946	2,5342018004e-05
253800	9993,57889838	-0,00601785145806
254700	9993,57053429	-0,000139401422196
255600	9994,33706706	0,0127755461703
256500	9995,05938743	0,0120386727487
257400	9995,0728294	0,000224032832436
258300	9995,32767757	0,00424746953465
259200	9995,65231929	0,00541069541108
260100	9996,17170709	0,00865646334745
261000	9995,97619283	-0,00325857110847
261900	9996,03528803	0,000984919984755
262800	9997,16481697	0,0188254823798
263700	9996,86860185	-0,00493691870082
264600	9997,23549462	0,00611487962554
265500	9997,11884491	-0,0019441618964
266400	9997,45140669	0,00554269625242
267300	9997,71312403	0,00436195578844
