time	I_imag	d/dt
0	1,24611563723e-05	0
900	2,60543848821e-05	2,26553808497e-07
1800	2,98532879284e-06	-3,84484268154e-07
2700	3,55583159131e-05	5,42883118672e-07
3600	3,55419186496e-05	-2,73287725705e-10
4500	2,74746202e-05	-1,34454974159e-07
5400	1,94048180719e-05	-1,34496702136e-07
6300	1,5797756954e-05	-6,01176852978e-08
7200	2,06858664864e-05	8,14684922055e-08
8100	1,34299668604e-05	-1,20931660433e-07
9000	1,20923717196e-05	-2,22932523455e-08
9900	1,23389205339e-05	4,10914690541e-09
10800	1,01241908533e-05	-3,69121613441e-08
11700	1,13027431562e-05	1,96425383811e-08
12600	1,30394982404e-05	2,89459180708e-08
13500	1,49611692375e-05	3,20278499512e-08
14400	1,15946078388e-05	-5,61093566449e-08
15300	9,10040559892e-06	-4,15700373312e-08
16200	1,25511014201e-05	5,75115970198e-08
17100	1,13181480125e-05	-2,05492234609e-08
18000	1,14000468818e-05	1,36498115646e-09
18900	1,20865618363e-05	1,14419159073e-08
19800	1,0444194867e-05	-2,73727828217e-08
20700	1,23699747329e-05	3,20963310979e-08
21600	1,44762008317e-05	3,51037683134e-08
22500	1,64193199036e-05	3,23853178659e-08
23400	1,78302530294e-05	2,35155520973e-08
24300	1,67309477548e-05	-1,83217545776e-08
25200	2,11742637497e-05	7,40552665825e-08
26100	2,20633949757e-05	1,48188537666e-08
27000	2,16713370274e-05	-6,53429913949e-09
27900	2,74285294036e-05	9,59532062698e-08
28800	4,1004140542e-05	2,26260185641e-07
29700	5,64081999479e-05	2,56734323431e-07
30600	0,000108799740414	8,73192341105e-07
31500	8,51472441253e-05	-3,94208271483e-07
32400	5,52786203585e-05	-4,97810396113e-07
33300	6,42150241966e-05	1,4894006397e-07
34200	5,44975442287e-05	-1,61957999466e-07
35100	0,000111479989391	9,49707419375e-07
36000	2,49994556128e-05	-1,44134222964e-06
36900	3,43559236076e-05	1,55941133247e-07
37800	6,28395376734e-05	4,74726901097e-07
38700	-5,48533395137e-07	-1,05646785114e-06
39600	-7,56937709439e-06	-1,17014061654e-07
40500	-2,0721775668e-05	-2,19206642893e-07
41400	-4,25935535717e-05	-3,64529631729e-07
42300	-2,62077070384e-05	2,73097442223e-07
43200	-2,00630826503e-05	1,02410406468e-07
44100	-4,76385838289e-06	2,54987071123e-07
